#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-07-23T12:46:02 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-07-23T12:46:02	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AcA/69/305/table1&-out=Name,GLON,GLAT,Dist,e_Dist,Age,_RA.icrs,_DE.icrs&-out.max=3000	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_120690305
#Name: J/AcA/69/305
#Title: Northern Galactic disk classical Cepheids (Skowron+, 2019)
#INFO	ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aca/69/305	    IVOID of underlying data collection
#INFO	creator=Skowron D.M.	    First author or institution
#INFO	cites=bibcode:2019AcA....69..305S	    Article or Data origin sources
#INFO	journal=AcA	    Journal name
#INFO	original_date=2019	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AcA/69/305	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.120690305	    Dataset identifier that can be used for citation
#INFO	publication_date=2025-09-25	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_AcA_69_305_table1:
#Name: J/AcA/69/305/table1
#Title: Newly detected classical Cepheids
#Column	Name	(a23)	Cepheid ID	[ucd=meta.id;meta.main]
#Column	GLON	(F9.5)	Galactic longitude	[ucd=pos.galactic.lon]
#Column	GLAT	(F9.5)	Galactic latitude	[ucd=pos.galactic.lat]
#Column	Dist	(I6)	? Distance to the Cepheid	[ucd=pos.distance]
#Column	e_Dist	(I4)	? Distance to the Cepheid error	[ucd=stat.error]
#Column	Age	(I4)	Cepheid age	[ucd=time.age]
#Column	_RA.icrs	(F9.5)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F9.5)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
Name	GLON	GLAT	Dist	e_Dist	Age	_RA.icrs	_DE.icrs
OGLE-GD-CEP-0796       	300.44930	+00.32130	  3561	  65	  83	187.48638	-62.44680
OGLE-GD-CEP-0791       	300.48907	-02.28800	 14075	 610	 132	187.06492	-65.04975
OGLE-GD-CEP-0792       	300.50327	-01.94434	 16115	 398	 140	187.17034	-64.70873
OGLE-GD-CEP-0795       	300.54790	-00.89407	 13092	 390	 135	187.47954	-63.66616
OGLE-GD-CEP-0797       	300.77948	-03.03205	      	    	 255	187.60663	-65.81595
OGLE-GD-CEP-0800       	300.80414	+01.06407	  5690	 164	  48	188.36367	-61.73336
OGLE-GD-CEP-0798       	300.84084	-01.40588	 11959	 598	 115	188.05191	-64.19952
VX____Cru              	300.88171	+01.56624	  4481	 194	  64	188.59724	-61.23762
VW____Cru              	300.91188	-00.70573	  1344	  32	 105	188.32781	-63.50636
OGLE-GD-CEP-0803       	300.92488	+00.46535	  8799	 227	  94	188.53312	-62.33894
OGLE-GD-CEP-0794       	300.93105	-05.49069	 18514	 766	 206	187.47104	-68.27866
OGLE-GD-CEP-0801       	300.94366	-00.84805	  3460	  69	 122	188.37667	-63.65055
OGLE-GD-CEP-0799       	300.95505	-01.30640	      	    	  94	188.32966	-64.10858
OGLE-GD-CEP-0802       	301.03090	-01.37881	 12177	 349	  78	188.49168	-64.18605
6059594535580299904    	301.05400	+02.46026	 42508	2423	 128	189.06410	-60.35612
OGLE-GD-CEP-0804       	301.06100	-00.60567	  9408	 216	 101	188.67592	-63.41661
OGLE-GD-CEP-0805       	301.15929	+00.47730	  5210	 104	  92	189.03868	-62.34184
J123617-6317.6         	301.23064	-00.47181	  3133	  57	  74	189.07191	-63.29350
J123907.25-581704.4    	301.30859	+04.54837	 11526	 376	 105	189.78021	-58.28455
OGLE-GD-CEP-0807       	301.33185	-01.01619	 12158	 275	  96	189.22847	-63.84281
OGLE-GD-CEP-0809       	301.46268	-00.89868	  7616	 165	  81	189.53855	-63.73253
OGLE-GD-CEP-0811       	301.49557	-00.73799	  9052	 202	  73	189.63096	-63.57372
OGLE-GD-CEP-0810       	301.51519	-01.14271	 12116	 279	  75	189.62938	-63.97891
OGLE-GD-CEP-0813       	301.54335	+00.73173	  3665	  77	  75	189.89043	-62.10799
OGLE-GD-CEP-0808       	301.59560	-03.54588	      	    	 195	189.52867	-66.38305
OGLE-GD-CEP-0814       	301.66242	-00.55071	  8927	 221	  93	190.02400	-63.39450
AG____Cru              	301.67217	+03.05311	  1274	  46	 125	190.35851	-59.79417
OGLE-GD-CEP-0812       	301.68056	-03.25395	 24543	1152	  86	189.77504	-66.09572
OGLE-GD-CEP-0816       	301.73564	-00.08791	  8377	 217	  70	190.22955	-62.93522
OGLE-GD-CEP-0815       	301.79589	-01.73035	      	    	  94	190.21350	-64.57875
OGLE-GD-CEP-0818       	301.90833	-00.37065	 10066	 257	  88	190.58693	-63.22433
OGLE-GD-CEP-0820       	301.91475	-00.00481	  8656	 213	  87	190.62930	-62.85894
OGLE-GD-CEP-0819       	301.98032	-02.18808	      	    	 173	190.60533	-65.04317
OGLE-GD-CEP-0817       	301.99906	-03.19638	 17027	1578	 520	190.56438	-66.05150
OGLE-GD-CEP-0821       	302.10348	-01.53158	 10347	 248	 144	190.94320	-64.39100
R_____Mus              	302.10422	-06.55084	   875	  30	  86	190.52098	-69.40755
J124421-6300.8         	302.12886	-00.15168	  3722	  94	  62	191.08962	-63.01239
OGLE-GD-CEP-0822       	302.15216	-03.00854	 13988	 634	 308	190.95452	-65.86875
OGLE-GD-CEP-0824       	302.23568	-03.05922	 15904	 915	 274	191.15517	-65.92175
OGLE-GD-CEP-0826       	302.26102	-00.01398	  6651	 159	  39	191.38772	-62.87806
OGLE-GD-CEP-0825       	302.26886	-01.42545	 14891	 427	 179	191.33141	-64.28933
X_____Cru              	302.28056	+03.74062	  1519	  44	  95	191.59283	-59.12472
OGLE-GD-CEP-0827       	302.34092	-01.03672	 10644	 289	  89	191.51613	-63.90230
OGLE-GD-CEP-0828       	302.34490	+00.31341	  6767	 174	  53	191.58588	-62.55253
OGLE-GD-CEP-0829       	302.39062	-01.04884	 14762	 383	 155	191.62854	-63.91541
OGLE-GD-CEP-0830       	302.49159	-01.23867	  9384	 286	  91	191.85135	-64.10697
OGLE-GD-CEP-0831       	302.52847	-02.98192	      	    	 228	191.87463	-65.85058
OGLE-GD-CEP-0833       	302.67954	-00.45316	  6384	 169	  51	192.29734	-63.32381
OGLE-GD-CEP-0832       	302.68174	-06.18238	      	    	  76	192.16375	-69.05278
OGLE-GD-CEP-0834       	302.90948	-02.16857	 13824	 600	 190	192.80635	-65.04031
OGLE-GD-CEP-0835       	302.97476	-00.33303	  4915	 105	  82	192.95451	-63.20475
OGLE-GD-CEP-0836       	302.99171	-01.01531	  8573	 266	  39	192.99531	-63.88700
OGLE-GD-CEP-0837       	303.09848	-05.09304	 19130	 892	 190	193.30168	-67.96422
OGLE-GD-CEP-0839       	303.12269	-02.05867	      	    	 303	193.30942	-64.92975
OGLE-GD-CEP-0838       	303.13724	+00.10578	  6720	 184	  63	193.30814	-62.76525
OGLE-GD-CEP-0840       	303.14584	-02.15470	 14623	 620	 197	193.36580	-65.02561
GP____Mus              	303.16636	-03.02902	 17141	 642	  47	193.43283	-65.89972
OGLE-GD-CEP-0842       	303.19334	-02.03670	      	    	  84	193.47554	-64.90720
RY____Cru              	303.26313	-01.06550	  3599	 153	  43	193.61317	-63.93531
OGLE-GD-CEP-0843       	303.27276	-02.97992	 49287	3240	 110	193.69146	-65.84947
OGLE-GD-CEP-0845       	303.30502	-02.33147	 11727	 936	 132	193.74829	-65.20064
S_____Cru              	303.31639	+04.43895	   699	  26	 113	193.59167	-58.43061
OGLE-GD-CEP-0844       	303.32147	+00.25544	  6558	 150	  77	193.70637	-62.61375
OGLE-GD-CEP-0846       	303.33088	-00.62580	  6797	 174	  90	193.75343	-63.49478
OGLE-GD-CEP-0847       	303.36647	-01.79420	 12974	 399	 435	193.87446	-64.66252
OGLE-GD-CEP-0848       	303.39684	-01.82381	 13972	 552	 139	193.94655	-64.69163
OGLE-GD-CEP-0849       	303.52294	+00.45006	  3975	  94	  61	194.13589	-62.41583
OGLE-GD-CEP-0850       	303.60973	+02.14760	      	    	  67	194.24437	-60.71686
J125901-6834.7         	303.62629	-05.71701	 13029	 540	 144	194.75154	-68.57855
OGLE-GD-CEP-0851       	303.68800	-01.59894	 14095	 428	 164	194.61272	-64.46039
OGLE-GD-CEP-0853       	303.75844	-01.22381	  5793	 143	  80	194.75041	-64.08342
OGLE-GD-CEP-0855       	303.75999	-02.63752	      	    	  98	194.85426	-65.49644
OGLE-GD-CEP-0852       	303.82163	+01.67044	  6845	 367	 181	194.70509	-61.18855
OGLE-GD-CEP-0857       	303.85025	-02.19271	      	    	  81	195.03526	-65.04894
OGLE-GD-CEP-0856       	303.86430	-00.75978	  8938	 186	  78	194.95784	-63.61633
OGLE-GD-CEP-0859       	303.91573	-01.98162	      	    	 180	195.17229	-64.83570
OGLE-GD-CEP-0860       	303.96617	-02.25684	 13063	 857	  75	195.31546	-65.10886
OGLE-GD-CEP-0858       	303.98905	+00.25261	  4986	 129	  58	195.15708	-62.60027
OGLE-GD-CEP-0862       	304.00146	-01.66256	 15102	 737	 142	195.34467	-64.51366
OGLE-GD-CEP-0864       	304.05538	-01.62606	      	    	 436	195.46638	-64.47506
OGLE-GD-CEP-0861       	304.06081	-00.04009	  6229	 147	  61	195.33737	-62.89011
OGLE-GD-CEP-0863       	304.06838	-00.52347	  3232	  69	  72	195.39575	-63.37283
OGLE-GD-CEP-0865       	304.16085	-01.18813	 14312	 662	 119	195.66651	-64.03308
OGLE-GD-CEP-0867       	304.18401	-03.49146	 18006	 780	 195	195.97412	-66.33292
OGLE-GD-CEP-0866       	304.23426	-00.97250	 12482	 305	  96	195.81139	-63.81439
OGLE-GD-CEP-0870       	304.33184	-04.47392	 16305	 966	 298	196.47905	-67.30631
OGLE-GD-CEP-0868       	304.33937	-02.08816	 14179	 523	 135	196.17962	-64.92361
V496__Cen              	304.36071	+01.96170	  1819	  60	 114	195.79454	-60.87747
OGLE-GD-CEP-0869       	304.36842	-02.48893	 14233	 688	 220	196.29855	-65.32230
OGLE-GD-CEP-0873       	304.52699	-02.27460	 13407	 650	 134	196.64713	-65.09942
OGLE-GD-CEP-0874       	304.59152	-01.71107	      	    	 178	196.71977	-64.53305
OGLE-GD-CEP-0872       	304.61483	-00.11689	  4465	  89	  79	196.56088	-62.94025
OGLE-GD-CEP-0875       	304.62546	-01.34793	 13477	 483	 141	196.74754	-64.16853
OGLE-GD-CEP-0871       	304.64064	+00.64772	  5547	 183	  31	196.52196	-62.17541
OGLE-GD-CEP-0876       	304.68304	-00.96083	  5152	 114	 111	196.82472	-63.77864
OGLE-GD-CEP-0879       	304.69705	-03.43211	      	    	 168	197.23685	-66.24383
OGLE-GD-CEP-0880       	304.72819	-03.28570	 17654	 646	 203	197.28881	-66.09564
OGLE-GD-CEP-0877       	304.74825	-01.15743	 12064	 342	 117	197.00058	-63.97075
OGLE-GD-CEP-0878       	304.83745	-01.27218	 10810	 277	  81	197.22104	-64.07936
OGLE-GD-CEP-0882       	304.88249	-02.51717	 13205	 719	 179	197.53038	-65.31813
OGLE-GD-CEP-0881       	304.93850	-01.28359	 13383	 461	 109	197.45343	-64.08372
OGLE-GD-CEP-0883       	304.95269	-01.61954	 13984	 497	 125	197.54167	-64.41778
OGLE-GD-CEP-0884       	305.09640	-01.13783	 15054	 438	 144	197.78806	-63.92670
OGLE-GD-CEP-0887       	305.15474	-01.37690	  9373	 406	 115	197.96343	-64.16050
OGLE-GD-CEP-0886       	305.18016	-00.88896	  5644	 141	 311	197.93342	-63.67208
OGLE-GD-CEP-0885       	305.21171	-00.40439	  6315	 178	  44	197.91858	-63.18653
OGLE-GD-CEP-0888       	305.23300	-00.93934	 11813	 302	  95	198.06133	-63.71809
MY____Cen              	305.26305	+01.15573	  1870	  58	 126	197.76863	-61.62711
OGLE-GD-CEP-0889       	305.34641	-01.67456	 13872	 487	  32	198.46075	-64.44122
MZ____Cen              	305.37651	-01.56042	  4068	 119	  69	198.50704	-64.32489
OGLE-GD-CEP-0891       	305.39558	-01.94085	 14598	1004	 165	198.62947	-64.70214
OGLE-GD-CEP-0892       	305.50049	-01.38154	      	    	  67	198.75414	-64.13563
V1384_Cen              	305.53358	+00.25927	  3959	  82	  72	198.50067	-62.49844
V356__Mus              	305.54578	-03.34245	  2593	  80	 215	199.30734	-66.08322
OGLE-GD-CEP-0896       	305.55118	-03.37711	      	    	 168	199.32916	-66.11716
OGLE-GD-CEP-0015       	305.55133	-02.03493	 20709	 859	 100	199.01309	-64.78142
OGLE-GD-CEP-0894       	305.55863	-01.34264	  7815	 238	 361	198.87847	-64.09153
OGLE-GD-CEP-0893       	305.63059	-00.49150	 11092	 250	  32	198.86113	-63.23739
OGLE-GD-CEP-0901       	305.70163	-04.20549	 19207	1027	 281	199.92239	-66.92519
OGLE-GD-CEP-0895       	305.72026	-00.52522	  9143	 200	  39	199.06655	-63.26247
OGLE-GD-CEP-0898       	305.79005	-01.36512	 13307	 653	  35	199.41046	-64.09136
OGLE-GD-CEP-0897       	305.82978	-00.94398	  6829	 164	  61	199.40312	-63.66836
OGLE-GD-CEP-0899       	305.87165	-01.36072	  6765	 179	 306	199.59509	-64.07858
OGLE-GD-CEP-0900       	305.88399	-01.28714	 12136	 303	 130	199.60555	-64.00411
OGLE-GD-CEP-0903       	306.04585	-02.38895	      	    	 173	200.26075	-65.08155
OGLE-GD-CEP-0902       	306.11084	-01.37000	      	    	  63	200.14101	-64.06183
V378__Cen              	306.11687	+00.31903	  1777	  40	  73	199.74288	-62.38233
OGLE-GD-CEP-0016       	306.25195	-02.33237	 17023	 944	 203	200.72946	-65.00100
OGLE-GD-CEP-0910       	306.41142	-02.28289	      	    	 547	201.08850	-64.93203
OGLE-GD-CEP-0908       	306.41546	-01.91068	      	    	  96	200.98735	-64.56231
OGLE-GD-CEP-0906       	306.44130	-00.38916	  6154	 124	  88	200.62130	-63.04916
V880__Cen              	306.45352	-00.19285	  5852	 138	  69	200.59617	-62.85281
OGLE-GD-CEP-0907       	306.46203	-01.39783	 31294	1973	 110	200.94535	-64.04767
OGLE-GD-CEP-0904       	306.47693	+00.37440	  5921	 152	  53	200.50001	-62.28680
OGLE-GD-CEP-0916       	306.52841	-03.24150	 16431	 911	 220	201.67075	-65.86683
J132402-633439         	306.55035	-00.93528	 15638	 462	  91	201.01208	-63.57769
OGLE-GD-CEP-0912       	306.59922	-01.78872	 13554	 389	  74	201.37376	-64.41769
OGLE-GD-CEP-0911       	306.63148	-00.98430	 16281	1090	 294	201.20708	-63.61595
OGLE-GD-CEP-0914       	306.66969	-01.47520	  4526	 121	 146	201.43901	-64.09761
OGLE-GD-CEP-0913       	306.74879	-00.70183	  5045	 129	 101	201.38485	-63.32058
OGLE-GD-CEP-0018       	306.76144	-02.22583	      	    	 315	201.88704	-64.82874
OGLE-GD-CEP-0915       	306.77516	-00.81962	 10669	 261	 104	201.47804	-63.43383
OGLE-GD-CEP-0017       	306.77772	-02.07502	 14935	 601	 202	201.87543	-64.67714
OO____Cen              	306.87719	-00.55978	  4184	 144	  61	201.62524	-63.16263
OGLE-GD-CEP-0919       	306.97534	-00.82823	 14809	 512	 227	201.92387	-63.41497
V881__Cen              	306.99312	-00.43149	  5099	 141	  56	201.84005	-63.01964
OGLE-GD-CEP-0921       	306.99907	-01.75050	 13496	 337	 147	202.27655	-64.32438
J132716-624740         	307.01493	-00.20732	  6329	 133	  88	201.81917	-62.79461
OGLE-GD-CEP-0925       	307.05395	-02.75629	 16173	1000	 408	202.75718	-65.31070
OGLE-GD-CEP-0931       	307.08165	-04.85465	      	    	 194	203.66343	-67.37755
OGLE-GD-CEP-0927       	307.09619	-02.77956	 17602	 982	 190	202.86560	-65.32719
OGLE-GD-CEP-0923       	307.10073	-02.00658	 12638	 412	 108	202.59742	-64.56258
OGLE-GD-CEP-0920       	307.23633	-00.02926	  6133	 138	 119	202.24181	-62.58694
OGLE-GD-CEP-0922       	307.23708	-00.71252	      	    	 178	202.46379	-63.26269
OGLE-GD-CEP-0924       	307.26298	-00.98038	 15915	 487	  40	202.61046	-63.52366
OGLE-GD-CEP-0926       	307.34622	-01.01918	 18099	 538	 153	202.80830	-63.54934
OGLE-GD-CEP-0928       	307.38477	-02.07081	      	    	 164	203.27376	-64.58180
J133319-640707         	307.48457	-01.61792	 14740	 463	 160	203.33230	-64.11875
OGLE-GD-CEP-0020       	307.56232	-01.88652	 14985	 561	 129	203.61008	-64.37097
VW____Cen              	307.56547	-01.56723	  3860	 151	  56	203.49596	-64.05555
OGLE-GD-CEP-0929       	307.62486	-01.10198	 14295	 866	 105	203.45576	-63.58686
OGLE-GD-CEP-0934       	307.66629	-03.34088	 16717	 751	 256	204.44858	-65.78561
V659__Cen              	307.68674	+00.91846	   782	  17	 101	202.88920	-61.58236
KN____Cen              	307.76146	-02.11101	  3179	 107	  36	204.15370	-64.55830
OGLE-GD-CEP-0935       	307.83560	-02.41466	      	    	 253	204.44988	-64.84408
OGLE-GD-CEP-0930       	307.86965	-00.09776	  7515	 238	  44	203.62309	-62.55602
OGLE-GD-CEP-0944       	307.88370	-04.59094	 20211	 922	 348	205.56601	-66.97277
OGLE-GD-CEP-0936       	307.89840	-02.15899	      	    	 535	204.48713	-64.58131
V882__Cen              	307.99058	-00.23150	  3026	  55	  90	203.93121	-62.66747
OGLE-GD-CEP-0938       	308.04276	-01.68646	 12654	 494	 125	204.61788	-64.09050
OGLE-GD-CEP-0933       	308.08269	+00.04171	  5385	 134	  64	204.02626	-62.38250
EX____Mus              	308.10098	-05.94172	 17530	 730	 146	206.85381	-68.24989
OGLE-GD-CEP-0937       	308.13753	-00.98085	  3678	  80	 166	204.54012	-63.37939
OGLE-GD-CEP-0940       	308.16391	-01.85966	  4586	 163	 356	204.96417	-64.23845
OGLE-GD-CEP-0941       	308.25758	-01.42760	      	    	  90	204.98980	-63.79650
OGLE-GD-CEP-0939       	308.26613	-01.31112	  3149	  72	  96	204.95959	-63.68048
OGLE-GD-CEP-0951       	308.26774	-04.70382	 18647	1259	 265	206.58355	-67.00514
OGLE-GD-CEP-0945       	308.29574	-02.83204	      	    	 216	205.70451	-65.16733
OGLE-GD-CEP-0947       	308.34671	-03.29317	 18493	 991	 255	206.04650	-65.60886
V1197_Cen              	308.41057	-01.02772	  2725	  62	  99	205.15817	-63.37497
OGLE-GD-CEP-0948       	308.74548	-01.39960	  6252	 151	  96	206.05847	-63.67383
OGLE-GD-CEP-0950       	308.79036	-01.77049	  9583	 480	 137	206.33092	-64.02761
OGLE-GD-CEP-0946       	308.97693	+00.22031	  4403	 128	  58	205.83958	-62.04052
OGLE-GD-CEP-0943       	308.98836	+01.06957	  5311	 110	  72	205.51037	-61.20572
OGLE-GD-CEP-0949       	309.02697	-00.52030	  5230	 124	  64	206.27008	-62.75553
OGLE-GD-CEP-0956       	309.18041	-02.40969	      	    	 244	207.52747	-64.56728
OGLE-GD-CEP-0952       	309.27826	-00.27517	  5195	 120	  62	206.69247	-62.46317
OGLE-GD-CEP-0954       	309.28906	-01.33698	  8418	 376	 108	207.22242	-63.49739
OGLE-GD-CEP-0958       	309.40963	-03.14744	 18504	 859	 200	208.45693	-65.23155
XX____Cen              	309.46235	+04.63756	  1734	  56	  68	205.07767	-57.61319
OGLE-GD-CEP-0959       	309.82728	-02.45286	      	    	  99	209.01043	-64.45624
OGLE-GD-CEP-0961       	309.91724	-02.79240	      	    	  53	209.41193	-64.76239
OGLE-GD-CEP-0955       	310.22002	+02.23201	      	    	  87	207.46034	-59.81075
OGLE-GD-CEP-0960       	310.41090	-00.80957	  6435	 195	  73	209.35567	-62.71925
OGLE-GD-CEP-0957       	310.45534	+02.14476	  4612	 206	 351	207.95546	-59.84203
OGLE-GD-CEP-0963       	310.64957	-01.34391	 11331	 353	 114	210.16650	-63.17364
V381__Cen              	310.83954	+04.37796	  1180	  43	 106	207.68455	-57.58049
OGLE-GD-CEP-0966       	310.84053	-02.19676	 18374	1037	 218	211.09960	-63.94252
OGLE-GD-CEP-0964       	310.97155	-00.21549	  4752	 173	  69	210.19133	-62.00025
OGLE-GD-CEP-0962       	311.03160	+00.79778	 14039	 392	  99	209.75654	-61.00661
OGLE-GD-CEP-0969       	311.37947	-00.83638	  7055	 174	  80	211.39905	-62.48558
J140742-6315.4         	311.38868	-01.64162	  3600	  76	  80	211.92506	-63.25433
OGLE-GD-CEP-0965       	311.50542	+00.43622	  4076	  85	  83	210.90181	-61.22845
OGLE-GD-CEP-0968       	311.57701	-00.05421	  4507	 118	  53	211.33183	-61.67947
J135905-5847.2         	311.61457	+02.94035	  5384	 175	  74	209.77237	-58.78626
OGLE-GD-CEP-0972       	311.71739	-01.90432	 12782	 640	 143	212.79796	-63.40749
OGLE-GD-CEP-0970       	311.73174	-00.15436	  3444	  77	  71	211.70491	-61.73142
OGLE-GD-CEP-0967       	311.89560	+01.10334	  3264	  72	 104	211.28963	-60.47905
QY____Cen              	311.89634	-00.20951	  3090	  97	  51	212.07132	-61.73643
OGLE-GD-CEP-0973       	312.00187	-01.65261	  9701	 492	 116	213.22759	-63.08069
OGLE-GD-CEP-0979       	312.11164	-03.10435	 17526	 787	  98	214.51096	-64.42144
OGLE-GD-CEP-0975       	312.17568	-02.19252	      	    	 187	213.97367	-63.53827
OGLE-GD-CEP-0971       	312.27509	-00.14702	  4763	 135	  53	212.79342	-61.56386
OGLE-GD-CEP-0974       	312.34050	-01.40136	  4180	 157	  61	213.76027	-62.73592
OGLE-GD-CEP-0977       	312.34676	-02.12235	 18743	 854	 146	214.28522	-63.41663
OGLE-GD-CEP-0980       	312.64357	-02.62447	 55226	5374	 129	215.29000	-63.79152
OGLE-GD-CEP-0982       	312.96543	-02.34927	      	    	  98	215.75692	-63.42266
OGLE-GD-CEP-0978       	313.09898	-00.10757	  3331	  79	  77	214.40171	-61.26675
OGLE-GD-CEP-0976       	313.11658	+00.57388	  5469	 129	  64	213.98175	-60.61630
OGLE-GD-CEP-0981       	313.32859	-01.28158	 15816	 534	  64	215.69362	-62.29533
OGLE-GD-CEP-0984       	313.44304	-03.00714	 18232	 863	 346	217.29050	-63.86645
OGLE-GD-CEP-0983       	313.47213	-02.84960	      	    	 220	217.22037	-63.70927
V339__Cen              	313.47824	-00.54225	  1668	  43	  74	215.45229	-61.54961
OGLE-GD-CEP-0985       	313.50089	-03.20878	      	    	 188	217.58287	-64.03231
OGLE-GD-CEP-0987       	313.55935	-03.32212	      	    	 181	217.80371	-64.11555
AV____Cir              	313.97382	-07.21495	   809	  28	 114	222.62626	-67.49760
OGLE-GD-CEP-0989       	314.00414	-02.49718	      	    	 236	218.02905	-63.18397
OGLE-GD-CEP-0986       	314.22578	-01.44176	  4777	 182	  60	217.61246	-62.12266
OGLE-GD-CEP-1006       	314.38268	-06.55527	 30021	1194	 188	222.80330	-66.72611
OGLE-GD-CEP-0993       	314.38900	-03.13804	 16768	 737	 126	219.37630	-63.62522
OGLE-GD-CEP-0988       	314.52228	-01.09112	 12627	 419	  93	217.91688	-61.68647
V1345_Cen              	314.76433	+02.24442	  1800	  53	 265	215.94043	-58.49028
OGLE-GD-CEP-0991       	314.97775	-00.91916	 13049	 330	  66	218.66154	-61.35350
V737__Cen              	314.99868	-01.64263	   799	  30	  89	219.29989	-62.01089
TX____Cen              	315.17711	-00.61733	  3054	 116	  52	218.79941	-60.99794
OGLE-GD-CEP-0994       	315.24937	-01.25400	 15730	 654	 159	219.45951	-61.55466
OGLE-GD-CEP-0997       	315.34138	-01.76497	 14937	 605	 176	220.07271	-61.98527
J141836.53-544202.9    	315.39007	+06.04867	 21647	1284	  71	214.65222	-54.70080
OGLE-GD-CEP-0990       	315.40422	+00.51079	 10790	 394	  29	218.34122	-59.86961
OGLE-GD-CEP-0998       	315.43179	-01.74611	      	    	  92	220.23180	-61.93116
OGLE-GD-CEP-1005       	315.60523	-03.03845	      	    	 172	221.74693	-63.03130
OGLE-GD-CEP-0992       	315.66912	+00.52451	  6729	 188	  31	218.81659	-59.75464
OGLE-GD-CEP-0999       	315.68328	-01.30758	      	    	 162	220.33608	-61.42811
OGLE-GD-CEP-1001       	315.80913	-01.97999	      	    	 175	221.16830	-61.98702
AX____Cir              	315.82532	-04.01321	   497	  25	 106	223.14693	-63.80983
OGLE-GD-CEP-0996       	315.87441	-00.44332	  2721	  70	  88	219.96841	-60.56111
OGLE-GD-CEP-1000       	316.01772	-01.36694	      	    	  91	221.02262	-61.34319
OGLE-GD-CEP-0995       	316.08943	+00.35103	  4258	  92	  77	219.71909	-59.74758
BP____Cir              	316.25004	-01.60704	   818	  26	 131	221.67492	-61.46194
V_____Cen              	316.44459	+03.30758	   706	  24	 103	218.13785	-56.88772
V1210_Cen              	316.45192	+01.81399	  1192	 131	 116	219.23151	-58.26145
OGLE-GD-CEP-1004       	316.88200	-00.20780	  3719	  86	  85	221.61592	-59.92692
R_____TrA              	316.97684	-07.75790	   613	  21	 136	229.94045	-66.49602
OGLE-GD-CEP-1003       	317.36397	+01.08532	 14134	 518	 127	221.38947	-58.55178
OGLE-GD-CEP-1002       	317.44261	+01.28022	 16367	 840	 107	221.36718	-58.34194
OGLE-GD-CEP-1012       	317.53136	-01.11904	  3873	 113	  53	223.59750	-60.45780
OGLE-GD-CEP-1008       	317.67653	-00.27526	  3426	  77	  62	223.09376	-59.63939
OGLE-GD-CEP-1009       	317.73307	-00.32202	  3381	  69	  81	223.23529	-59.65578
OGLE-GD-CEP-1010       	317.77268	-00.37330	  3566	  92	  63	223.35108	-59.68369
OGLE-GD-CEP-1007       	317.90582	+00.33123	  7703	 200	  31	222.96405	-58.99439
OGLE-GD-CEP-1029       	318.15063	-05.18862	 25279	1511	 451	229.02076	-63.70108
OGLE-GD-CEP-1011       	318.22250	+00.44886	  4523	 106	 207	223.40901	-58.74700
OGLE-GD-CEP-1014       	318.34411	-01.55511	 17122	1156	 182	225.46793	-60.46350
LR____TrA              	318.42234	-07.64181	  1029	  30	 128	232.70759	-65.59933
OGLE-GD-CEP-1013       	318.44436	-00.01066	  4163	 102	  62	224.19805	-59.05405
OGLE-GD-CEP-1016       	318.56916	-01.82951	  2582	 100	 388	226.13805	-60.59467
OGLE-GD-CEP-1015       	319.07639	-00.29568	  8497	 262	  31	225.54234	-59.00719
OGLE-GD-CEP-1018       	319.19635	-01.15111	  9026	 358	  31	226.56555	-59.69575
OGLE-GD-CEP-1024       	319.30258	-01.71914	      	    	 239	227.31446	-60.13508
EV____Cir              	319.78968	+00.02279	  2764	 113	  53	226.44358	-58.38194
OGLE-GD-CEP-1019       	319.84652	-00.13859	  3302	  90	 361	226.69028	-58.49419
OGLE-GD-CEP-1017       	319.90813	+00.18923	  8112	 217	  72	226.48372	-58.17875
OGLE-GD-CEP-1021       	319.98228	+00.02795	  4922	 117	  85	226.75762	-58.28225
OGLE-GD-CEP-1042       	320.19670	-03.54406	 20422	 909	 189	230.82683	-61.21705
OGLE-GD-CEP-1035       	320.53695	-02.05822	 16889	 725	  88	229.77229	-59.78397
